0 0 0 0
9 0 0 0
18 0 0 0
27 0 0 0
36 0 -3.53892 0
45 0 -3.53564 0.0421019
54 0 -3.52815 0.0825602
63 0 -3.5165 0.120988
72 0 -3.50151 0.155888
81 0 -3.48365 0.186413
90 0 -3.46361 0.211814
99 0 -3.44268 0.231512
108 0 -3.42166 0.245095
117 0 -3.40165 0.252635
126 0 -3.38339 0.253868
135 0 -3.36793 0.249409
144 0 -3.35614 0.239343
153 0 -3.34861 0.2244
162 0 -3.34582 0.205392
171 0 -3.34828 0.183099
180 0 -3.35598 0.158601
189 0 -3.36884 0.132792
198 0 -3.3866 0.106699
207 0 -3.40885 0.0810618
216 0 -3.43484 0.0571227
225 0 -3.46371 0.035395
234 0 -3.4947 0.016471
243 0 -3.52672 0.00101508
252 0 -3.55855 -0.0109484
261 0 -3.58934 -0.0191174
270 0 -3.61784 -0.0235403
279 0 -3.64302 -0.0247004
288 0 -3.66438 -0.0225736
297 0 -3.68079 -0.0181265
306 0 -3.69191 -0.0118427
315 0 -3.69757 -0.00430203
324 0 0 0
333 0 0 0
342 0 0 0
 
0 9 0 0
9 9 0 0
18 9 0 0
27 9 0 0
36 9 -3.49861 0
45 9 -3.49605 0.0379448
54 9 -3.4902 0.0749713
63 9 -3.48143 0.109895
72 9 -3.47014 0.141822
81 9 -3.45668 0.170341
90 9 -3.44181 0.194244
99 9 -3.42635 0.213555
108 9 -3.41105 0.227452
117 9 -3.39679 0.236152
126 9 -3.38429 0.239596
135 9 -3.37415 0.237868
144 9 -3.36721 0.231355
153 9 -3.3639 0.220576
162 9 -3.3647 0.206111
171 9 -3.36971 0.188615
180 9 -3.37919 0.168874
189 9 -3.393 0.147662
198 9 -3.41069 0.12584
207 9 -3.43203 0.104101
216 9 -3.45638 0.083237
225 9 -3.48322 0.0638174
234 9 -3.51128 0.0464281
243 9 -3.54004 0.0314435
252 9 -3.56889 0.0188999
261 9 -3.59635 0.00937745
270 9 -3.62173 0.00234436
