87 3 -832.204
90 3 -789.209
93 3 -746.887
96 3 -705.259
99 3 -664.309
102 3 -623.989
105 3 -584.231
108 3 -544.946
111 3 -506.028
114 3 -467.358
117 3 -428.803
120 3 -390.219
123 3 -351.451
126 3 -312.334
129 3 -272.693
132 3 -232.345
135 3 -191.099
138 3 -148.756
141 3 -105.112
144 3 -59.9557
147 3 -13.0706
150 3 35.7632
153 3 86.7696
156 3 140.175
159 3 196.21
162 3 255.103
165 3 317.087
168 3 382.395
171 3 451.258
174 3 523.912
177 3 600.587
180 3 681.519
183 3 766.941
186 3 857.089
189 3 952.203
192 3 1052.53
195 3 1158.31
198 3 1269.82
201 3 1387.33
204 3 1511.13
207 3 1641.57
210 3 1779.01
213 3 1923.87
216 3 2076.63
219 3 2237.88
222 3 2408.27
225 3 2588.61
228 3 2779.79
231 3 2982.78
234 3 3198.41
237 3 3426.96
240 3 3667.36
243 3 3916.18
246 3 4000
249 3 4000
252 3 4000
255 3 4000
258 3 4000
261 3 4000
264 3 4000
267 3 4000
270 3 4000
273 3 4000
276 3 4000
279 3 4000
282 3 4000
285 3 4000
288 3 4000
291 3 4000
294 3 4000
297 3 3916.76
300 3 3669.64
303 3 3430.91
306 3 3203.96
309 3 2989.84
312 3 2788.22
315 3 2598.25
318 3 2418.92
321 3 2249.29
324 3 2088.53
327 3 1935.9
330 3 1790.78
333 3 1652.62
336 3 1520.93
339 3 1395.27
342 3 1275.21
345 3 1160.37
348 3 1050.38
 
0 6 -500.866
3 6 -548.847
6 6 -597.706
9 6 -647.474
12 6 -698.172
15 6 -749.799
18 6 -802.333
21 6 -855.719
24 6 -909.858
27 6 -964.591
30 6 -1019.67
33 6 -1074.68
36 6 -1129
39 6 -1181.53
42 6 -1230.48
45 6 -1273.29
48 6 -1307.1
51 6 -1328.43
54 6 -1334.03
57 6 -1324.41
60 6 -1299.93
63 6 -1264.89
66 6 -1222.53
69 6 -1175.66
72 6 -1126.59
75 6 -1076.8
78 6 -1027.13
81 6 -978.034
84 6 -929.786
87 6 -882.513
90 6 -836.27
93 6 -791.055
96 6 -746.828
99 6 -703.521
102 6 -661.045
105 6 -619.294
108 6 -578.147
111 6 -537.473
114 6 -497.129
117 6 -456.962
120 6 -416.808
123 6 -376.499
126 6 -335.853
129 6 -294.683
132 6 -252.795
135 6 -209.987
138 6 -166.05
141 6 -120.772
144 6 -73.9328
147 6 -25.3109
150 6 25.3201
153 6 78.1894
156 6 133.528
159 6 191.568
162 6 252.543
165 6 316.688
168 6 384.235
171 6 455.418
174 6 530.47
177 6 609.623
180 6 693.109
183 6 781.158
186 6 874.003
189 6 971.877
192 6 1075.01
195 6 1183.66
198 6 1298.05
201 6 1418.46
204 6 1545.16
207 6 1678.43
210 6 1818.61
213 6 1966.05
216 6 2121.14
219 6 2284.32
222 6 2456.09
225 6 2636.94
228 6 2827.41
231 6 3027.89
234 6 3238.52
237 6 3458.85
240 6 3687.42
243 6 3921.44
246 6 4000
249 6 4000
252 6 4000
255 6 4000
258 6 4000
261 6 4000
264 6 4000
267 6 4000
270 6 4000
273 6 4000
276 6 4000
279 6 4000
282 6 4000
285 6 4000
288 6 4000
291 6 4000
294 6 4000
297 6 3922.12
300 6 3690.12
303 6 3463.54
306 6 3245.13
309 6 3036.33
312 6 2837.54
315 6 2648.62
318 6 2469.09
321 6 2298.43
324 6 2136.05
327 6 1981.42
330 6 1834.05
333 6 1693.47
336 6 1559.26
339 6 1431.02
342 6 1308.36
345 6 1190.92
348 6 1078.34
 
0 9 -526.053
3 9 -576.728
6 9 -628.437
9 9 -681.244
12 9 -735.205
15 9 -790.364
18 9 -846.752
21 9 -904.383
24 9 -963.241
27 9 -1023.28
30 9 -1084.38
33 9 -1146.36
36 9 -1208.85
39 9 -1271.07
42 9 -1331.07
45 9 -1384.86
48 9 -1428.37
51 9 -1460.26
54 9 -1463.92
57 9 -1455.11
60 9 -1417.34
63 9 -1371.17
66 9 -1317.73
69 9 -1260.45
72 9 -1202.69
75 9 -1145.76
78 9 -1090.16
81 9 -1036.08
84 9 -983.571
87 9 -932.63
90 9 -883.19
93 9 -835.16
96 9 -788.43
99 9 -742.872
102 9 -698.35
105 9 -654.717
108 9 -611.819
111 9 -569.496
114 9 -527.58
117 9 -485.897
120 9 -444.266
123 9 -402.501
126 9 -360.407
129 9 -317.784
132 9 -274.426
135 9 -230.12
138 9 -184.65
141 9 -137.794
144 9 -89.3255
147 9 -39.0168
150 9 13.3636
153 9 68.0486
156 9 125.272
159 9 185.27
162 9 248.276
165 9 314.524
168 9 384.248
171 9 457.68
174 9 535.051
177 9 616.59
180 9 702.525
183 9 793.08
186 9 888.48
189 9 988.951
192 9 1094.72
195 9 1206
198 9 1323.04
201 9 1446.06
204 9 1575.3
207 9 1711.03
210 9 1853.51
213 9 2003.02
216 9 2159.85
219 9 2324.32
222 9 2496.74
225 9 2677.39
228 9 2866.47
231 9 3064.02
234 9 3269.78
237 9 3482.99
240 9 3702.22
243 9 3925.28
246 9 4000
249 9 4000
252 9 4000
255 9 4000
258 9 4000
261 9 4000
264 9 4000
267 9 4000
270 9 4000
273 9 4000
276 9 4000
279 9 4000
282 9 4000
285 9 4000
288 9 4000
291 9 4000
294 9 4000
297 9 3926.07
300 9 3705.39
303 9 3488.5
306 9 3277.56
309 9 3073.99
312 9 2878.49
315 9 2691.31
318 9 2512.37
321 9 2341.41
324 9 2178.11
327 9 2022.1
330 9 1873.03
333 9 1730.52
336 9 1594.22
339 9 1463.79
342 9 1338.87
345 9 1219.14
348 9 1104.24
 
0 12 -550.911
3 12 -604.226
6 12 -658.73
9 12 -714.518
12 12 -771.685
15 12 -830.325
18 12 -890.529
21 12 -952.385
24 12 -1015.97
27 12 -1081.37
30 12 -1148.64
33 12 -1217.86
36 12 -1289.16
39 12 -1362.62
42 12 -1438.72
45 12 -1509.8
48 12 -1509.8
51 12 -1509.8
54 12 -1509.8
57 12 -1509.8
60 12 -1509.8
63 12 -1482.61
66 12 -1416.68
69 12 -1345.74
72 12 -1278.28
75 12 -1213.86
78 12 -1152.24
81 12 -1093.2
84 12 -1036.53
87 12 -982.044
90 12 -929.555
93 12 -878.869
96 12 -829.797
99 12 -782.149
102 12 -735.736
105 12 -690.37
108 12 -645.863
111 12 -602.025
114 12 -558.663
117 12 -515.583
120 12 -472.585
123 12 -429.467
126 12 -386.019
129 12 -342.03
132 12 -297.281
135 12 -251.551
138 12 -204.614
141 12 -156.241
144 12 -106.2
147 12 -54.2569
150 12 -0.176589
153 12 56.2769
156 12 115.34
159 12 177.247
162 12 242.234
165 12 310.533
168 12 382.376
171 12 457.992
174 12 537.608
177 12 621.447
180 12 709.731
183 12 802.679
186 12 900.504
189 12 1003.42
192 12 1111.64
195 12 1225.37
198 12 1344.81
201 12 1470.18
204 12 1601.69
207 12 1739.53
210 12 1883.93
213 12 2035.09
216 12 2193.22
219 12 2358.51
222 12 2531.1
225 12 2711.11
228 12 2898.51
231 12 3093.11
234 12 3294.45
237 12 3501.68
240 12 3713.51
243 12 3928.17
246 12 4000
249 12 4000
252 12 4000
255 12 4000
258 12 4000
261 12 4000
264 12 4000
267 12 4000
270 12 4000
273 12 4000
276 12 4000
279 12 4000
282 12 4000
285 12 4000
288 12 4000
291 12 4000
294 12 4000
297 12 3929.1
300 12 3717.19
303 12 3508.09
306 12 3303.52
309 12 3104.76
312 12 2912.61
315 12 2727.51
318 12 2549.6
321 12 2378.87
324 12 2215.17
327 12 2058.29
330 12 1907.98
333 12 1763.97
336 12 1625.97
339 12 1493.69
342 12 1366.83
345 12 1245.09
348 12 1128.14
 
0 15 -575.303
3 15 -631.175
6 15 -688.381
9 15 -747.048
12 15 -807.314
15 15 -869.322
18 15 -933.223
21 15 -999.182
24 15 -1067.38
27 15 -1138.01
30 15 -1211.31
33 15 -1287.58
36 15 -1367.54
39 15 -1451.78
42 15 -1509.8
45 15 -1509.8
48 15 -1509.8
51 15 -1509.8
54 15 -1509.8
57 15 -1509.8
60 15 -1509.8
63 15 -1509.8
66 15 -1509.8
69 15 -1428.13
72 15 -1351.14
75 15 -1279.59
78 15 -1212.28
81 15 -1148.55
84 15 -1087.99
87 15 -1030.23
90 15 -974.943
93 15 -921.844
96 15 -870.66
99 15 -821.138
102 15 -773.037
105 15 -726.128
108 15 -680.188
111 15 -634.997
114 15 -590.34
117 15 -546.001
120 15 -501.764
123 15 -457.409
126 15 -412.715
129 15 -367.457
132 15 -321.408
135 15 -274.335
138 15 -226.005
141 15 -176.181
144 15 -124.627
147 15 -71.1042
150 15 -15.3739
153 15 42.8013
156 15 103.658
159 15 167.431
162 15 234.354
165 15 304.656
168 15 378.565
171 15 456.305
174 15 538.098
177 15 624.161
180 15 714.706
183 15 809.942
186 15 910.074
189 15 1015.3
192 15 1125.81
195 15 1241.81
198 15 1363.46
201 15 1490.96
204 15 1624.46
207 15 1764.15
210 15 1910.16
213 15 2062.65
216 15 2221.74
219 15 2387.5
222 15 2559.98
225 15 2739.14
228 15 2924.8
231 15 3116.65
234 15 3314.13
237 15 3516.39
240 15 3722.3
243 15 3930.42
246 15 4000
249 15 4000
252 15 4000
255 15 4000
258 15 4000
261 15 4000
264 15 4000
267 15 4000
270 15 4000
273 15 4000
276 15 4000
279 15 4000
282 15 4000
285 15 4000
288 15 4000
291 15 4000
294 15 4000
297 15 3931.48
300 15 3726.55
303 15 3523.79
306 15 3324.61
309 15 3130.14
312 15 2941.18
315 15 2758.24
318 15 2581.64
321 15 2411.47
324 15 2247.75
327 15 2090.37
330 15 1939.19
333 15 1794.03
336 15 1654.66
339 15 1520.85
342 15 1392.34
345 15 1268.85
348 15 1150.1
 
0 18 -599.102
3 18 -657.416
6 18 -717.195
9 18 -778.597
12 18 -841.799
15 18 -906.994
18 18 -974.392
21 18 -1044.23
24 18 -1116.78
27 18 -1192.37
30 18 -1271.36
33 18 -1354.07
36 18 -1440.31
39 18 -1509.8
42 18 -1509.8
45 18 -1509.8
48 18 -1509.8
51 18 -1509.8
54 18 -1509.8
57 18 -1509.8
60 18 -1509.8
63 18 -1509.8
66 18 -1509.8
69 18 -1509.8
72 18 -1418.49
75 18 -1341.55
78 18 -1269.2
81 18 -1201.3
84 18 -1137.29
87 18 -1076.65
90 18 -1018.94
93 18 -963.755
96 18 -910.761
99 18 -859.639
102 18 -810.101
105 18 -761.878
108 18 -714.712
111 18 -668.359
114 18 -622.581
117 18 -577.142
120 18 -531.81
123 18 -486.351
126 18 -440.532
129 18 -394.115
132 18 -346.863
135 18 -298.536
138 18 -248.892
141 18 -197.689
144 18 -144.684
147 18 -89.637
150 18 -32.3065
153 18 27.5455
156 18 90.1544
159 18 155.753
162 18 224.571
165 18 296.833
168 18 372.763
171 18 452.576
174 18 536.488
177 18 624.706
180 18 717.434
183 18 814.868
186 18 917.201
189 18 1024.62
192 18 1137.29
195 18 1255.39
198 18 1379.08
201 18 1508.51
204 18 1643.81
207 18 1785.1
210 18 1932.5
213 18 2086.07
216 18 2245.87
219 18 2411.91
222 18 2584.11
225 18 2762.35
228 18 2946.37
231 18 3135.76
234 18 3329.93
237 18 3528.1
240 18 3729.25
243 18 3932.19
246 18 4000
249 18 4000
252 18 4000
255 18 4000
258 18 4000
261 18 4000
264 18 4000
267 18 4000
270 18 4000
273 18 4000
276 18 4000
279 18 4000
282 18 4000
285 18 4000
288 18 4000
291 18 4000
294 18 4000
297 18 3933.4
300 18 3734.11
303 18 3536.57
306 18 3341.95
309 18 3151.24
312 18 2965.21
315 18 2784.41
318 18 2609.21
321 18 2439.81
324 18 2276.31
327 18 2118.72
330 18 1966.98
333 18 1820.95
336 18 1680.5
339 18 1545.43
342 18 1415.51
345 18 1290.52
348 18 1170.19
 
0 21 -622.192
3 21 -682.807
6 21 -744.994
9 21 -808.943
12 21 -874.866
15 21 -943.003
18 21 -1013.62
21 21 -1087.02
24 21 -1163.55
27 21 -1243.63
30 21 -1327.83
33 21 -1417.4
36 21 -1509.8
39 21 -1509.8
42 21 -1509.8
45 21 -1509.8
48 21 -1509.8
51 21 -1509.8
54 21 -1509.8
57 21 -1509.8
60 21 -1509.8
63 21 -1509.8
66 21 -1509.8
69 21 -1509.8
72 21 -1483.76
75 21 -1398.98
78 21 -1322
81 21 -1250.65
84 21 -1183.82
87 21 -1120.84
90 21 -1061.16
93 21 -1004.3
96 21 -949.867
99 21 -897.475
102 21 -846.796
105 21 -797.523
108 21 -749.372
111 21 -702.073
114 21 -655.37
117 21 -609.009
120 21 -562.744
123 21 -516.328
126 21 -469.515
129 21 -422.059
132 21 -373.713
135 21 -324.227
138 21 -273.354
141 21 -220.846
144 21 -166.456
147 21 -109.94
150 21 -51.0578
153 21 10.4285
156 21 74.752
159 21 142.141
162 21 212.821
165 21 287.009
168 21 364.922
171 21 446.767
174 21 532.749
177 21 623.066
180 21 717.91
183 21 817.466
186 21 921.911
189 21 1031.41
192 21 1146.13
195 21 1266.21
198 21 1391.79
201 21 1522.99
204 21 1659.92
207 21 1802.64
210 21 1951.24
213 21 2105.72
216 21 2266.09
219 21 2432.27
222 21 2604.14
225 21 2781.5
228 21 2964.02
231 21 3151.28
234 21 3342.68
237 21 3537.48
240 21 3734.79
243 21 3933.59
246 21 4000
249 21 4000
252 21 4000
255 21 4000
258 21 4000
261 21 4000
264 21 4000
267 21 4000
270 21 4000
273 21 4000
276 21 4000
279 21 4000
282 21 4000
285 21 4000
288 21 4000
291 21 4000
294 21 4000
297 21 3934.98
300 21 3740.31
303 21 3547.1
306 21 3356.35
309 21 3168.93
312 21 2985.55
315 21 2806.76
318 21 2632.96
321 21 2464.43
324 21 2301.33
327 21 2143.74
330 21 1991.65
333 21 1845.01
336 21 1703.7
339 21 1567.6
342 21 1436.5
345 21 1310.22
348 21 1188.5
 
0 24 -644.483
3 24 -707.229
6 24 -771.626
9 24 -837.891
12 24 -906.271
15 24 -977.045
18 24 -1050.53
21 24 -1127.09
24 24 -1207.14
27 24 -1291.1
30 24 -1379.44
33 24 -1473.42
36 24 -1509.8
39 24 -1509.8
42 24 -1509.8
45 24 -1509.8
48 24 -1509.8
51 24 -1509.8
54 24 -1509.8
57 24 -1509.8
60 24 -1509.8
63 24 -1509.8
66 24 -1509.8
69 24 -1509.8
72 24 -1509.8
75 24 -1449.12
78 24 -1369.67
81 24 -1295.93
84 24 -1227.05
87 24 -1162.36
90 24 -1101.27
93 24 -1043.24
96 24 -987.784
99 24 -934.501
102 24 -883.016
105 24 -832.994
108 24 -784.124
111 24 -736.12
114 24 -688.707
117 24 -641.619
120 24 -594.597
123 24 -547.383
126 24 -499.722
129 24 -451.357
132 24 -402.032
135 24 -351.491
138 24 -299.48
141 24 -245.744
144 24 -190.035
147 24 -132.106
150 24 -71.7185
153 24 -8.63597
156 24 57.3701
159 24 126.523
162 24 199.038
165 24 275.128
168 24 354.996
171 24 438.842
174 24 526.858
177 24 619.231
180 24 716.139
183 24 817.754
186 24 924.239
189 24 1035.74
192 24 1152.41
195 24 1274.37
198 24 1401.72
201 24 1534.57
204 24 1672.98
207 24 1817.01
210 24 1966.67
213 24 2121.95
216 24 2282.79
219 24 2449.07
222 24 2620.62
225 24 2797.18
228 24 2978.41
231 24 3163.86
234 24 3352.95
237 24 3545.01
240 24 3739.23
243 24 3934.72
246 24 4000
249 24 4000
252 24 4000
255 24 4000
258 24 4000
261 24 4000
264 24 4000
267 24 4000
270 24 4000
273 24 4000
276 24 4000
279 24 4000
282 24 4000
285 24 4000
288 24 4000
291 24 4000
294 24 4000
297 24 3936.28
300 24 3745.46
303 24 3555.88
306 24 3368.42
309 24 3183.85
312 24 3002.83
315 24 2825.89
318 24 2653.46
321 24 2485.84
324 24 2323.24
327 24 2165.78
330 24 2013.52
333 24 1866.44
336 24 1724.48
339 24 1587.53
342 24 1455.45
345 24 1328.06
348 24 1205.15
 
0 27 -665.906
3 27 -730.591
6 27 -796.971
9 27 -865.286
12 27 -935.81
15 27 -1008.86
18 27 -1084.81
21 27 -1164.06
24 27 -1247.09
27 27 -1334.42
30 27 -1426.37
33 27 -1509.8
36 27 -1509.8
39 27 -1509.8
42 27 -1509.8
45 27 -1509.8
48 27 -1509.8
51 27 -1509.8
54 27 -1509.8
57 27 -1509.8
60 27 -1509.8
63 27 -1509.8
66 27 -1509.8
69 27 -1509.8
72 27 -1509.8
75 27 -1490.88
78 27 -1412.04
81 27 -1336.71
84 27 -1266.56
87 27 -1200.89
90 27 -1139.02
93 27 -1080.35
96 27 -1024.37
99 27 -970.615
102 27 -918.696
105 27 -868.251
108 27 -818.954
111 27 -770.504
114 27 -722.614
117 27 -675.008
120 27 -627.419
123 27 -579.579
126 27 -531.224
129 27 -482.09
132 27 -431.911
135 27 -380.424
138 27 -327.369
141 27 -272.486
144 27 -215.525
147 27 -156.238
150 27 -94.3874
153 27 -29.7413
156 27 37.9227
159 27 108.819
162 27 183.156
165 27 261.132
168 27 342.941
171 27 428.769
174 27 518.796
177 27 613.195
180 27 712.13
183 27 815.758
186 27 924.226
189 27 1037.67
192 27 1156.21
195 27 1279.95
198 27 1408.99
201 27 1543.39
204 27 1683.2
207 27 1828.44
210 27 1979.08
213 27 2135.09
216 27 2296.35
219 27 2462.73
222 27 2634
225 27 2809.9
228 27 2990.05
231 27 3174
234 27 3361.21
237 27 3551.05
240 27 3742.78
243 27 3935.62
246 27 4000
249 27 4000
252 27 4000
255 27 4000
258 27 4000
261 27 4000
264 27 4000
267 27 4000
270 27 4000
273 27 4000
276 27 4000
279 27 4000
282 27 4000
285 27 4000
288 27 4000
291 27 4000
294 27 4000
297 27 3937.37
300 27 3749.77
303 27 3563.26
306 27 3378.61
309 27 3196.5
312 27 3017.57
315 27 2842.32
318 27 2671.18
321 27 2504.46
324 27 2342.41
327 27 2185.18
330 27 2032.87
333 27 1885.49
336 27 1743.03
339 27 1605.41
342 27 1472.51
345 27 1344.18
348 27 1220.23
 
0 30 -686.427
3 30 -752.839
6 30 -820.951
9 30 -891.017
12 30 -963.334
15 30 -1038.25
18 30 -1116.18
21 30 -1197.59
24 30 -1283.01
27 30 -1373.07
30 30 -1470.27
33 30 -1509.8
36 30 -1509.8
39 30 -1509.8
42 30 -1509.8
45 30 -1509.8
48 30 -1509.8
51 30 -1509.8
54 30 -1509.8
57 30 -1509.8
60 30 -1509.8
63 30 -1509.8
66 30 -1509.8
69 30 -1509.8
72 30 -1509.8
75 30 -1509.8
78 30 -1448.94
81 30 -1372.56
84 30 -1302.04
87 30 -1236.18
90 30 -1174.22
93 30 -1115.52
96 30 -1059.53
99 30 -1005.77
102 30 -953.81
105 30 -903.291
108 30 -853.875
111 30 -805.253
114 30 -757.131
117 30 -709.23
120 30 -661.274
123 30 -612.99
126 30 -564.107
129 30 -514.351
132 30 -463.45
135 30 -411.134
138 30 -357.135
141 30 -301.189
144 30 -243.043
147 30 -182.45
150 30 -119.173
153 30 -52.9892
156 30 16.3173
159 30 88.9504
162 30 165.105
165 30 244.967
168 30 328.715
171 30 416.521
174 30 508.55
177 30 604.959
180 30 705.898
183 30 811.509
186 30 921.922
189 30 1037.26
192 30 1157.62
195 30 1283.09
198 30 1413.75
201 30 1549.63
204 30 1690.77
207 30 1837.15
210 30 1988.73
213 30 2145.42
216 30 2307.11
219 30 2473.62
222 30 2644.71
225 30 2820.07
228 30 2999.36
231 30 3182.1
234 30 3367.8
237 30 3555.85
240 30 3745.6
243 30 3936.33
246 30 4000
249 30 4000
252 30 4000
255 30 4000
258 30 4000
261 30 4000
264 30 4000
267 30 4000
270 30 4000
273 30 4000
276 30 4000
279 30 4000
282 30 4000
285 30 4000
288 30 4000
291 30 4000
294 30 4000
297 30 3938.28
300 30 3753.41
303 30 3569.5
306 30 3387.25
309 30 3207.29
312 30 3030.2
315 30 2856.47
318 30 2686.52
321 30 2520.67
324 30 2359.19
327 30 2202.25
330 30 2049.97
333 30 1902.41
336 30 1759.57
339 30 1621.41
342 30 1487.83
345 30 1358.7
348 30 1233.85
 
0 33 -706.049
3 33 -773.965
6 33 -843.538
9 33 -915.03
12 33 -988.754
15 33 -1065.08
18 33 -1144.46
21 33 -1227.41
24 33 -1314.56
27 33 -1406.59
30 33 -1509.8
33 33 -1509.8
36 33 -1509.8
39 33 -1509.8
42 33 -1509.8
45 33 -1509.8
48 33 -1509.8
51 33 -1509.8
54 33 -1509.8
57 33 -1509.8
60 33 -1509.8
63 33 -1509.8
66 33 -1509.8
69 33 -1509.8
72 33 -1509.8
75 33 -1509.8
78 33 -1479.36
81 33 -1403.18
84 33 -1333.28
87 33 -1268.08
90 33 -1206.78
93 33 -1148.7
96 33 -1093.26
99 33 -1039.96
102 33 -988.382
105 33 -938.152
108 33 -888.935
111 33 -840.423
114 33 -792.324
117 33 -744.357
120 33 -696.244
123 33 -647.707
126 33 -598.469
129 33 -548.25
132 33 -496.768
135 33 -443.746
138 33 -388.907
141 33 -331.984
144 33 -272.719
147 33 -210.868
150 33 -146.198
153 33 -78.4917
156 33 -7.5466
159 33 66.8281
162 33 144.812
165 33 226.574
168 33 312.276
171 33 402.072
174 33 496.109
177 33 594.53
180 33 697.468
183 33 805.048
186 33 917.384
189 33 1034.58
192 33 1156.72
195 33 1283.89
198 33 1416.12
201 33 1553.44
204 33 1695.87
207 33 1843.35
210 33 1995.84
213 33 2153.23
216 33 2315.37
219 33 2482.06
222 33 2653.06
225 33 2828.05
228 33 3006.66
231 33 3188.47
234 33 3372.98
237 33 3559.63
240 33 3747.81
243 33 3936.89
246 33 4000
249 33 4000
252 33 4000
255 33 4000
258 33 4000
261 33 4000
264 33 4000
267 33 4000
270 33 4000
273 33 4000
276 33 4000
279 33 4000
282 33 4000
285 33 4000
288 33 4000
291 33 4000
294 33 4000
297 33 3939.06
300 33 3756.5
303 33 3574.8
306 33 3394.62
309 33 3216.52
312 33 3041.06
315 33 2868.69
318 33 2699.82
321 33 2534.79
324 33 2373.87
327 33 2217.25
330 33 2065.07
333 33 1917.4
336 33 1774.29
339 33 1635.69
342 33 1501.55
345 33 1371.74
348 33 1246.12
 
0 36 -724.815
3 36 -794.006
6 36 -864.761
9 36 -937.338
12 36 -1012.05
15 36 -1089.29
18 36 -1169.52
21 36 -1253.32
24 36 -1341.4
27 36 -1435.38
30 36 -1509.8
33 36 -1509.8
36 36 -1509.8
39 36 -1509.8
42 36 -1509.8
45 36 -1509.8
48 36 -1509.8
51 36 -1509.8
54 36 -1509.8
57 36 -1509.8
60 36 -1509.8
63 36 -1509.8
66 36 -1509.8
69 36 -1509.8
72 36 -1509.8
75 36 -1509.8
78 36 -1509.8
81 36 -1428.54
84 36 -1360.15
87 36 -1296.56
90 36 -1236.72
93 36 -1179.93
96 36 -1125.61
99 36 -1073.27
102 36 -1022.49
105 36 -972.914
108 36 -924.217
111 36 -876.101
114 36 -828.281
117 36 -780.482
120 36 -732.426
123 36 -683.835
126 36 -634.426
129 36 -583.91
132 36 -531.997
135 36 -478.399
138 36 -422.832
141 36 -365.02
144 36 -304.703
147 36 -241.637
150 36 -175.596
153 36 -106.373
156 36 -33.7789
159 36 42.3592
162 36 122.201
165 36 205.895
168 36 293.583
171 36 385.398
174 36 481.47
177 36 581.92
180 36 686.866
183 36 796.417
186 36 910.672
189 36 1029.72
192 36 1153.63
195 36 1282.45
198 36 1416.24
201 36 1554.98
204 36 1698.67
207 36 1847.26
210 36 2000.66
213 36 2158.75
216 36 2321.38
219 36 2488.33
222 36 2659.34
225 36 2834.1
228 36 3012.25
231 36 3193.36
234 36 3376.96
237 36 3562.54
240 36 3749.52
243 36 3937.32
246 36 4000
249 36 4000
252 36 4000
255 36 4000
258 36 4000
261 36 4000
264 36 4000
267 36 4000
270 36 4000
273 36 4000
276 36 4000
279 36 4000
282 36 4000
285 36 4000
288 36 4000
291 36 4000
294 36 4000
297 36 3939.73
300 36 3759.13
303 36 3579.34
306 36 3400.93
309 36 3224.45
312 36 3050.41
315 36 2879.25
318 36 2711.37
321 36 2547.1
324 36 2386.72
327 36 2230.43
330 36 2078.38
333 36 1930.68
336 36 1787.36
339 36 1648.43
342 36 1513.82
345 36 1383.43
348 36 1257.14
 
0 39 -742.815
3 39 -813.056
6 39 -884.711
9 39 -958.026
12 39 -1033.31
15 39 -1110.93
18 39 -1191.38
21 39 -1275.26
24 39 -1363.28
27 39 -1454.61
30 39 -1509.8
33 39 -1509.8
36 39 -1509.8
39 39 -1509.8
42 39 -1509.8
45 39 -1509.8
48 39 -1509.8
51 39 -1509.8
54 39 -1509.8
57 39 -1509.8
60 39 -1509.8
63 39 -1509.8
66 39 -1509.8
69 39 -1509.8
72 39 -1509.8
75 39 -1509.8
78 39 -1509.8
81 39 -1447.58
84 39 -1382.76
87 39 -1321.75
90 39 -1264.19
93 39 -1209.37
96 39 -1156.74
99 39 -1105.84
102 39 -1056.27
105 39 -1007.7
108 39 -959.837
111 39 -912.396
114 39 -865.111
117 39 -817.714
120 39 -769.935
123 39 -721.495
126 39 -672.106
129 39 -621.47
132 39 -569.288
135 39 -515.255
138 39 -459.077
141 39 -400.469
144 39 -339.165
147 39 -274.923
150 39 -207.523
153 39 -136.772
156 39 -62.5009
159 39 15.4423
162 39 97.1921
165 39 182.872
168 39 272.599
171 39 366.483
