-99.5 -99.4899 -99.4796 -99.4691 -99.4584 -99.4475 -99.4364 -99.4252 -99.4137 -99.4021 -99.3902 -99.3783 -99.3661 -99.3538 -99.3414 -99.3289 -99.3162 -99.3034 -99.2906 -99.2777 -99.2647 -99.2517 -99.2387 -99.2258 -99.2128 -99.2 -99.1873 -99.1746 -99.1622 -99.1499 -99.1379 -99.1262 -99.1147 -99.1036 -99.0929 -99.0826 -99.0727 -99.0633 -99.0545 -99.0462 -99.0385 -99.0314 -99.025 -99.0192 -99.0142 -99.0099 -99.0064 -99.0036 -99.0016 -99.0004 -99 -99.0004 -99.0016 -99.0036 -99.0064 -99.0099 -99.0142 -99.0192 -99.025 -99.0314 -99.0385 -99.0462 -99.0545 -99.0633 -99.0727 -99.0826 -99.0929 -99.1036 -99.1147 -99.1262 -99.1379 -99.1499 -99.1622 -99.1746 -99.1873 -99.2 -99.2128 -99.2258 -99.2387 -99.2517 -99.2647 -99.2777 -99.2906 -99.3034 -99.3162 -99.3289 -99.3414 -99.3538 -99.3661 -99.3783 -99.3902 -99.4021 -99.4137 -99.4252 -99.4364 -99.4475 -99.4584 -99.4691 -99.4796 -99.4899 
-97.5001 -97.4898 -97.4793 -97.4685 -97.4576 -97.4465 -97.4351 -97.4235 -97.4118 -97.3998 -97.3877 -97.3753 -97.3628 -97.3501 -97.3373 -97.3243 -97.3112 -97.298 -97.2847 -97.2713 -97.2578 -97.2443 -97.2308 -97.2173 -97.2038 -97.1904 -97.177 -97.1638 -97.1508 -97.1379 -97.1253 -97.113 -97.1009 -97.0892 -97.0779 -97.067 -97.0566 -97.0467 -97.0373 -97.0285 -97.0204 -97.0129 -97.0061 -97 -96.9947 -96.9901 -96.9863 -96.9834 -96.9813 -96.98 -96.9796 -96.98 -96.9813 -96.9834 -96.9863 -96.9901 -96.9947 -97 -97.0061 -97.0129 -97.0204 -97.0285 -97.0373 -97.0467 -97.0566 -97.067 -97.0779 -97.0892 -97.1009 -97.113 -97.1253 -97.1379 -97.1508 -97.1638 -97.177 -97.1904 -97.2038 -97.2173 -97.2308 -97.2443 -97.2578 -97.2713 -97.2847 -97.298 -97.3112 -97.3243 -97.3373 -97.3501 -97.3628 -97.3753 -97.3877 -97.3998 -97.4118 -97.4235 -97.4351 -97.4465 -97.4576 -97.4685 -97.4793 -97.4898 
-95.5004 -95.4899 -95.4792 -95.4682 -95.457 -95.4456 -95.434 -95.4221 -95.41 -95.3977 -95.3852 -95.3725 -95.3597 -95.3466 -95.3333 -95.3199 -95.3064 -95.2927 -95.2788 -95.2649 -95.2509 -95.2369 -95.2228 -95.2087 -95.1946 -95.1806 -95.1667 -95.1528 -95.1392 -95.1257 -95.1124 -95.0994 -95.0868 -95.0744 -95.0625 -95.051 -95.04 -95.0295 -95.0196 -95.0103 -95.0017 -94.9937 -94.9865 -94.98 -94.9744 -94.9695 -94.9655 -94.9624 -94.9601 -94.9588 -94.9583 -94.9588 -94.9601 -94.9624 -94.9655 -94.9695 -94.9744 -94.98 -94.9865 -94.9937 -95.0017 -95.0103 -95.0196 -95.0295 -95.04 -95.051 -95.0625 -95.0744 -95.0868 -95.0994 -95.1124 -95.1257 -95.1392 -95.1528 -95.1667 -95.1806 -95.1946 -95.2087 -95.2228 -95.2369 -95.2509 -95.2649 -95.2788 -95.2927 -95.3064 -95.3199 -95.3333 -95.3466 -95.3597 -95.3725 -95.3852 -95.3977 -95.41 -95.4221 -95.434 -95.4456 -95.457 -95.4682 -95.4792 -95.4899 
-93.501 -93.4902 -93.4793 -93.4681 -93.4566 -93.445 -93.4331 -93.4209 -93.4085 -93.3959 -93.383 -93.37 -93.3567 -93.3432 -93.3295 -93.3157 -93.3016 -93.2874 -93.2731 -93.2587 -93.2441 -93.2295 -93.2148 -93.2001 -93.1854 -93.1708 -93.1562 -93.1417 -93.1274 -93.1132 -93.0993 -93.0856 -93.0722 -93.0592 -93.0467 -93.0345 -93.0229 -93.0118 -93.0013 -92.9914 -92.9822 -92.9738 -92.9661 -92.9593 -92.9532 -92.9481 -92.9438 -92.9405 -92.9381 -92.9367 -92.9362 -92.9367 -92.9381 -92.9405 -92.9438 -92.9481 -92.9532 -92.9593 -92.9661 -92.9738 -92.9822 -92.9914 -93.0013 -93.0118 -93.0229 -93.0345 -93.0467 -93.0592 -93.0722 -93.0856 -93.0993 -93.1132 -93.1274 -93.1417 -93.1562 -93.1708 -93.1854 -93.2001 -93.2148 -93.2295 -93.2441 -93.2587 -93.2731 -93.2874 -93.3016 -93.3157 -93.3295 -93.3432 -93.3567 -93.37 -93.383 -93.3959 -93.4085 -93.4209 -93.4331 -93.445 -93.4566 -93.4681 -93.4793 -93.4902 
-91.5017 -91.4908 -91.4796 -91.4682 -91.4565 -91.4446 -91.4324 -91.4199 -91.4072 -91.3943 -91.3811 -91.3676 -91.3539 -91.34 -91.3259 -91.3116 -91.2971 -91.2824 -91.2675 -91.2525 -91.2374 -91.2222 -91.2069 -91.1916 -91.1762 -91.1609 -91.1456 -91.1304 -91.1154 -91.1005 -91.0859 -91.0715 -91.0574 -91.0437 -91.0304 -91.0175 -91.0052 -90.9934 -90.9823 -90.9718 -90.9621 -90.9531 -90.945 -90.9376 -90.9312 -90.9257 -90.9212 -90.9176 -90.9151 -90.9136 -90.913 -90.9136 -90.9151 -90.9176 -90.9212 -90.9257 -90.9312 -90.9376 -90.945 -90.9531 -90.9621 -90.9718 -90.9823 -90.9934 -91.0052 -91.0175 -91.0304 -91.0437 -91.0574 -91.0715 -91.0859 -91.1005 -91.1154 -91.1304 -91.1456 -91.1609 -91.1762 -91.1916 -91.2069 -91.2222 -91.2374 -91.2525 -91.2675 -91.2824 -91.2971 -91.3116 -91.3259 -91.34 -91.3539 -91.3676 -91.3811 -91.3943 -91.4072 -91.4199 -91.4324 -91.4446 -91.4565 -91.4682 -91.4796 -91.4908 
-89.5028 -89.4916 -89.4802 -89.4686 -89.4567 -89.4444 -89.432 -89.4192 -89.4062 -89.3929 -89.3793 -89.3655 -89.3514 -89.3371 -89.3225 -89.3077 -89.2927 -89.2775 -89.2621 -89.2465 -89.2308 -89.2149 -89.199 -89.183 -89.167 -89.1509 -89.1349 -89.119 -89.1032 -89.0876 -89.0722 -89.057 -89.0421 -89.0277 -89.0136 -89 -88.9869 -88.9745 -88.9627 -88.9515 -88.9412 -88.9316 -88.9229 -88.9151 -88.9083 -88.9024 -88.8976 -88.8938 -88.8911 -88.8894 -88.8889 -88.8894 -88.8911 -88.8938 -88.8976 -88.9024 -88.9083 -88.9151 -88.9229 -88.9316 -88.9412 -88.9515 -88.9627 -88.9745 -88.9869 -89 -89.0136 -89.0277 -89.0421 -89.057 -89.0722 -89.0876 -89.1032 -89.119 -89.1349 -89.1509 -89.167 -89.183 -89.199 -89.2149 -89.2308 -89.2465 -89.2621 -89.2775 -89.2927 -89.3077 -89.3225 -89.3371 -89.3514 -89.3655 -89.3793 -89.3929 -89.4062 -89.4192 -89.432 -89.4444 -89.4567 -89.4686 -89.4802 -89.4916 
-87.5041 -87.4927 -87.4811 -87.4692 -87.4571 -87.4446 -87.4318 -87.4188 -87.4054 -87.3918 -87.3778 -87.3636 -87.3491 -87.3343 -87.3193 -87.304 -87.2885 -87.2727 -87.2568 -87.2406 -87.2243 -87.2078 -87.1912 -87.1745 -87.1577 -87.141 -87.1242 -87.1075 -87.0909 -87.0745 -87.0582 -87.0422 -87.0265 -87.0112 -86.9964 -86.982 -86.9681 -86.9549 -86.9423 -86.9305 -86.9194 -86.9093 -86.9 -86.8917 -86.8844 -86.8781 -86.873 -86.8689 -86.866 -86.8642 -86.8636 -86.8642 -86.866 -86.8689 -86.873 -86.8781 -86.8844 -86.8917 -86.9 -86.9093 -86.9194 -86.9305 -86.9423 -86.9549 -86.9681 -86.982 -86.9964 -87.0112 -87.0265 -87.0422 -87.0582 -87.0745 -87.0909 -87.1075 -87.1242 -87.141 -87.1577 -87.1745 -87.1912 -87.2078 -87.2243 -87.2406 -87.2568 -87.2727 -87.2885 -87.304 -87.3193 -87.3343 -87.3491 -87.3636 -87.3778 -87.3918 -87.4054 -87.4188 -87.4318 -87.4446 -87.4571 -87.4692 -87.4811 -87.4927 
-85.5056 -85.4941 -85.4823 -85.4702 -85.4578 -85.445 -85.432 -85.4186 -85.4049 -85.3909 -85.3766 -85.362 -85.3471 -85.3319 -85.3164 -85.3006 -85.2845 -85.2682 -85.2517 -85.2349 -85.2179 -85.2007 -85.1834 -85.166 -85.1485 -85.131 -85.1134 -85.0959 -85.0784 -85.0611 -85.044 -85.0271 -85.0106 -84.9944 -84.9786 -84.9634 -84.9487 -84.9346 -84.9212 -84.9086 -84.8969 -84.886 -84.8761 -84.8672 -84.8594 -84.8527 -84.8472 -84.8428 -84.8397 -84.8378 -84.8372 -84.8378 -84.8397 -84.8428 -84.8472 -84.8527 -84.8594 -84.8672 -84.8761 -84.886 -84.8969 -84.9086 -84.9212 -84.9346 -84.9487 -84.9634 -84.9786 -84.9944 -85.0106 -85.0271 -85.044 -85.0611 -85.0784 -85.0959 -85.1134 -85.131 -85.1485 -85.166 -85.1834 -85.2007 -85.2179 -85.2349 -85.2517 -85.2682 -85.2845 -85.3006 -85.3164 -85.3319 -85.3471 -85.362 -85.3766 -85.3909 -85.4049 -85.4186 -85.432 -85.445 -85.4578 -85.4702 -85.4823 -85.4941 
-83.5075 -83.4958 -83.4838 -83.4714 -83.4588 -83.4458 -83.4324 -83.4188 -83.4048 -83.3904 -83.3757 -83.3607 -83.3454 -83.3297 -83.3137 -83.2974 -83.2808 -83.2639 -83.2468 -83.2294 -83.2117 -83.1939 -83.1758 -83.1576 -83.1393 -83.121 -83.1026 -83.0842 -83.0658 -83.0476 -83.0296 -83.0118 -82.9943 -82.9771 -82.9604 -82.9442 -82.9286 -82.9136 -82.8994 -82.8859 -82.8734 -82.8618 -82.8512 -82.8417 -82.8333 -82.8262 -82.8202 -82.8156 -82.8122 -82.8102 -82.8095 -82.8102 -82.8122 -82.8156 -82.8202 -82.8262 -82.8333 -82.8417 -82.8512 -82.8618 -82.8734 -82.8859 -82.8994 -82.9136 -82.9286 -82.9442 -82.9604 -82.9771 -82.9943 -83.0118 -83.0296 -83.0476 -83.0658 -83.0842 -83.1026 -83.121 -83.1393 -83.1576 -83.1758 -83.1939 -83.2117 -83.2294 -83.2468 -83.2639 -83.2808 -83.2974 -83.3137 -83.3297 -83.3454 -83.3607 -83.3757 -83.3904 -83.4048 -83.4188 -83.4324 -83.4458 -83.4588 -83.4714 -83.4838 -83.4958 
-81.5097 -81.4978 -81.4856 -81.473 -81.4601 -81.4468 -81.4332 -81.4193 -81.4049 -81.3902 -81.3752 -81.3598 -81.344 -81.3279 -81.3114 -81.2946 -81.2774 -81.2599 -81.2421 -81.2241 -81.2057 -81.1872 -81.1684 -81.1494 -81.1303 -81.111 -81.0917 -81.0724 -81.0531 -81.0339 -81.0149 -80.9961 -80.9776 -80.9594 -80.9417 -80.9244 -80.9078 -80.8919 -80.8767 -80.8624 -80.849 -80.8365 -80.8252 -80.815 -80.8061 -80.7984 -80.792 -80.787 -80.7834 -80.7812 -80.7805 -80.7812 -80.7834 -80.787 -80.792 -80.7984 -80.8061 -80.815 -80.8252 -80.8365 -80.849 -80.8624 -80.8767 -80.8919 -80.9078 -80.9244 -80.9417 -80.9594 -80.9776 -80.9961 -81.0149 -81.0339 -81.0531 -81.0724 -81.0917 -81.111 -81.1303 -81.1494 -81.1684 -81.1872 -81.2057 -81.2241 -81.2421 -81.2599 -81.2774 -81.2946 -81.3114 -81.3279 -81.344 -81.3598 -81.3752 -81.3902 -81.4049 -81.4193 -81.4332 -81.4468 -81.4601 -81.473 -81.4856 -81.4978 
