0 0 0.0186423 -0.00488032
4 0 0.0234119 -0.0067742
8 0 0.0295563 -0.00925712
12 0 0.0374875 -0.0124164
16 0 0.0477041 -0.0163065
20 0 0.0607929 -0.0209557
24 0 0.0774634 -0.0263884
28 0 0.0986181 -0.0326228
32 0 0.125434 -0.0396123
36 0 0.159434 -0.047134
40 0 0.202535 -0.0546135
44 0 0.257055 -0.0608565
48 0 0.325574 -0.0636431
52 0 0.410516 -0.0591866
56 0 0.513198 -0.0416257
60 0 0.632286 -0.0030761
64 0 0.762204 0.0648618
68 0 0.893103 0.1678
72 0 1.01365 0.305369
76 0 1.11503 0.471347
80 0 1.19281 0.657111
84 0 1.24594 0.854921
88 0 1.27476 1.05896
92 0 1.27981 1.26474
96 0 1.26147 1.46812
100 0 1.22037 1.66462
104 0 1.15804 1.84921
108 0 1.07744 2.01681
112 0 0.983151 2.16312
116 0 0.880822 2.2856
120 0 0.776308 2.38389
124 0 0.674703 2.45971
128 0 0.579749 2.51615
132 0 0.493692 2.55686
136 0 0.417493 2.58541
140 0 0.351173 2.60492
144 0 0.29417 2.61791
148 0 0.245615 2.6263
152 0 0.204519 2.63154
156 0 0.169894 2.63463
160 0 0.140815 2.63631
164 0 0.116447 2.63708
168 0 0.0960551 2.63727
172 0 0.0790023 2.63713
176 0 0.064741 2.63681
180 0 0.052802 2.6364
184 0 0.0427843 2.63597
188 0 0.0343442 2.63555
192 0 0.0271857 2.63517
196 0 0.0210521 2.63485
200 0 0.0157179 2.63458
204 0 0.0109823 2.63438
208 0 0.00666258 2.63424
212 0 0.00258842 2.63416
216 0 -0.00140336 2.63414
220 0 -0.00547412 2.63418
224 0 -0.00978851 2.63429
228 0 -0.0145197 2.63446
232 0 -0.019855 2.63469
236 0 -0.0260015 2.63498
240 0 -0.0331927 2.63534
244 0 -0.0416957 2.63574
248 0 -0.0518195 2.63617
252 0 -0.0639235 2.63661
256 0 -0.0784285 2.63699
260 0 -0.0958276 2.63725
264 0 -0.116699 2.63724
268 0 -0.141717 2.63677
272 0 -0.171666 2.63554
276 0 -0.207445 2.63313
280 0 -0.250068 2.62887
284 0 -0.300644 2.62184
288 0 -0.360329 2.61073
292 0 -0.430225 2.59371
296 0 -0.5112 2.56827
300 0 -0.603604 2.53116
304 0 -0.706849 2.47831
308 0 -0.818889 2.40503
312 0 -0.93569 2.30651
316 0 -1.05094 2.17874
320 0 -1.15626 2.01986
324 0 -1.24227 1.83139
328 0 -1.30017 1.61895
332 0 -1.32367 1.39189
336 0 -1.31028 1.16188
340 0 -1.26185 0.940918
344 0 -1.18397 0.739301
348 0 -1.08478 0.564175
352 0 -0.973274 0.418893
356 0 -0.85778 0.303289
360 0 -0.744948 0.214623
364 0 -0.63935 0.148756
368 0 -0.54362 0.101177
372 0 -0.45887 0.0676728
376 0 -0.38517 0.0446597
380 0 -0.321956 0.0292603
384 0 -0.26833 0.019248
388 0 -0.223245 0.0129399
392 0 -0.185628 0.00908962
396 0 -0.154444 0.00679722
 
0 4 0.0166576 -0.00721254
4 4 0.0207647 -0.00995697
8 4 0.0261147 -0.0136278
12 4 0.0331541 -0.0184078
16 4 0.0424204 -0.0244199
20 4 0.0544993 -0.0317494
24 4 0.070061 -0.0405469
28 4 0.0900009 -0.051081
32 4 0.115588 -0.0636707
36 4 0.148587 -0.0785578
40 4 0.191393 -0.0957349
44 4 0.24719 -0.114647
48 4 0.32004 -0.133631
52 4 0.414671 -0.14893
56 4 0.535375 -0.153236
60 4 0.683208 -0.134414
64 4 0.851567 -0.0767804
68 4 1.02396 0.0319155
72 4 1.17999 0.19111
76 4 1.30598 0.38754
80 4 1.39835 0.60546
84 4 1.4591 0.833915
88 4 1.49086 1.06692
92 4 1.49493 1.30086
96 4 1.4713 1.5322
100 4 1.41969 1.75611
104 4 1.34098 1.96612
108 4 1.23849 2.15486
112 4 1.11842 2.31587
116 4 0.989051 2.4454
120 4 0.858917 2.54349
124 4 0.735064 2.61345
128 4 0.622121 2.66047
132 4 0.522326 2.69013
136 4 0.436093 2.70742
140 4 0.362706 2.71632
144 4 0.300878 2.71977
148 4 0.24912 2.71988
152 4 0.205965 2.71804
156 4 0.170066 2.71519
160 4 0.140241 2.71192
164 4 0.115474 2.70858
168 4 0.0949076 2.70541
172 4 0.0778207 2.7025
176 4 0.0636092 2.69991
180 4 0.0517674 2.69766
184 4 0.0418707 2.69573
188 4 0.0335607 2.69412
192 4 0.026533 2.69278
196 4 0.0205263 2.69171
200 4 0.0153134 2.69088
204 4 0.0106933 2.69026
208 4 0.00648425 2.68983
212 4 0.00251774 2.6896
216 4 -0.00136736 2.68955
220 4 -0.00533016 2.68968
224 4 -0.00953315 2.69
228 4 -0.0141476 2.69051
232 4 -0.0193595 2.69124
236 4 -0.0253755 2.6922
240 4 -0.0324306 2.69342
244 4 -0.0407955 2.69492
248 4 -0.0507866 2.69673
252 4 -0.0627765 2.69889
256 4 -0.0772076 2.7014
260 4 -0.0946074 2.70428
264 4 -0.115607 2.70749
268 4 -0.14096 2.71095
272 4 -0.17157 2.71451
276 4 -0.208511 2.71789
280 4 -0.25305 2.7206
284 4 -0.306656 2.72188
288 4 -0.370983 2.72051
292 4 -0.447804 2.71466
296 4 -0.538839 2.70162
300 4 -0.64543 2.67753
304 4 -0.767971 2.63713
308 4 -0.905066 2.57374
312 4 -1.05248 2.47976
316 4 -1.20226 2.34793
320 4 -1.34264 2.17359
324 4 -1.45943 1.95717
328 4 -1.53888 1.70586
332 4 -1.57103 1.43317
336 4 -1.55211 1.15642
340 4 -1.48518 0.893318
344 4 -1.37919 0.658634
348 4 -1.24677 0.461889
352 4 -1.10138 0.306454
356 4 -0.954814 0.190295
360 4 -0.815686 0.107868
364 4 -0.689159 0.0522295
368 4 -0.577535 0.0166197
372 4 -0.481144 -0.00469692
376 4 -0.399168 -0.0161947
380 4 -0.330238 -0.0211892
384 4 -0.272797 -0.0220703
388 4 -0.225288 -0.0205371
392 4 -0.186239 -0.0177781
396 4 -0.154301 -0.0145933
 
0 8 0.0139822 -0.00894208
4 8 0.0171238 -0.0123685
8 8 0.0212593 -0.0170832
12 8 0.0268986 -0.0234201
16 8 0.0346842 -0.0315564
20 8 0.0451715 -0.0415002
24 8 0.0588266 -0.0534589
28 8 0.0763843 -0.0680397
32 8 0.0990931 -0.0860568
36 8 0.128828 -0.108377
40 8 0.1683 -0.135837
44 8 0.221431 -0.169052
48 8 0.293903 -0.207882
52 8 0.393697 -0.250117
56 8 0.530815 -0.288625
60 8 0.713677 -0.30642
64 8 0.938215 -0.273246
68 8 1.17483 -0.158195
72 8 1.38065 0.0381096
76 8 1.53386 0.282077
80 8 1.63798 0.543107
84 8 1.70328 0.807806
88 8 1.73654 1.07304
92 8 1.73962 1.33845
96 8 1.71102 1.60246
100 8 1.64804 1.86027
104 8 1.54954 2.10318
108 8 1.41865 2.31975
112 8 1.26412 2.49917
116 8 1.09878 2.6355
120 8 0.935769 2.72968
124 8 0.785004 2.78823
128 8 0.651894 2.82
132 8 0.538016 2.83349
136 8 0.442518 2.83546
140 8 0.363374 2.83074
144 8 0.298199 2.82257
148 8 0.244685 2.81295
152 8 0.200782 2.80309
156 8 0.164751 2.79368
160 8 0.135151 2.78507
164 8 0.110801 2.77741
168 8 0.0907369 2.77072
172 8 0.0741759 2.76497
176 8 0.0604769 2.76008
180 8 0.0491146 2.75598
184 8 0.0396554 2.75256
188 8 0.0317391 2.74976
192 8 0.0250631 2.74749
196 8 0.0193707 2.74568
200 8 0.0144404 2.74428
204 8 0.0100778 2.74326
208 8 0.00610836 2.74256
212 8 0.00237054 2.74218
216 8 -0.00128946 2.7421
220 8 -0.00502342 2.74232
224 8 -0.00898641 2.74284
228 8 -0.0133423 2.74369
232 8 -0.0182696 2.7449
236 8 -0.0239679 2.74651
240 8 -0.0306654 2.74858
244 8 -0.0386272 2.75117
248 8 -0.0481663 2.75436
252 8 -0.0596553 2.75824
256 8 -0.0735428 2.76291
260 8 -0.090372 2.76846
264 8 -0.110805 2.77499
268 8 -0.135653 2.78257
272 8 -0.165912 2.79123
276 8 -0.202808 2.8009
280 8 -0.247848 2.81138
284 8 -0.302873 2.82218
288 8 -0.3701 2.83241
292 8 -0.452126 2.84046
296 8 -0.551841 2.84372
300 8 -0.672132 2.83796
304 8 -0.815235 2.81681
308 8 -0.981499 2.77121
312 8 -1.16749 2.68947
316 8 -1.36383 2.55879
320 8 -1.55396 2.36894
324 8 -1.71588 2.11742
328 8 -1.82729 1.81343
332 8 -1.87203 1.4773
336 8 -1.84437 1.13568
340 8 -1.74967 0.815347
344 8 -1.60251 0.537993
348 8 -1.42297 0.316445
352 8 -1.23166 0.153266
356 8 -1.04535 0.0424996
360 8 -0.874818 -0.0264332
364 8 -0.725155 -0.0648992
368 8 -0.597378 -0.0827102
372 8 -0.490191 -0.087321
376 8 -0.401295 -0.0839601
380 8 -0.328165 -0.0761293
384 8 -0.268413 -0.0661396
388 8 -0.219898 -0.0555281
392 8 -0.180715 -0.0453103
396 8 -0.149174 -0.0361041
 
0 12 0.0108217 -0.0098803
4 12 0.0127035 -0.0136896
8 12 0.0151284 -0.0191447
12 12 0.0187062 -0.0269193
16 12 0.0244877 -0.0373408
20 12 0.0330539 -0.0498257
24 12 0.0441686 -0.0643892
28 12 0.0581819 -0.0822887
32 12 0.0762523 -0.104979
36 12 0.100168 -0.134004
40 12 0.132578 -0.171209
44 12 0.177591 -0.218856
48 12 0.241876 -0.279509
52 12 0.336592 -0.355199
56 12 0.480255 -0.444192
60 12 0.699602 -0.530462
64 12 1.01174 -0.5596
68 12 1.36364 -0.438311
72 12 1.64102 -0.162853
76 12 1.81416 0.161017
80 12 1.91819 0.477042
84 12 1.98105 0.780013
88 12 2.01396 1.07726
92 12 2.01765 1.37534
96 12 1.98693 1.67656
100 12 1.91397 1.97696
104 12 1.79261 2.26457
108 12 1.62418 2.52025
112 12 1.42155 2.72419
116 12 1.20645 2.86588
120 12 1.00041 2.94889
124 12 0.817429 2.98656
128 12 0.662795 2.99429
132 12 0.535863 2.9847
136 12 0.433225 2.96647
140 12 0.350742 2.94492
144 12 0.284526 2.92307
148 12 0.231278 2.9025
152 12 0.188329 2.88392
156 12 0.153566 2.86757
160 12 0.125329 2.85344
164 12 0.102313 2.84137
168 12 0.0834934 2.83117
172 12 0.0680568 2.82262
176 12 0.0553547 2.81549
180 12 0.0448652 2.80959
184 12 0.0361647 2.80475
188 12 0.0289059 2.80081
192 12 0.0228005 2.79764
196 12 0.0176063 2.79514
200 12 0.0131159 2.79322
204 12 0.00914858 2.79181
208 12 0.00554285 2.79086
212 12 0.00215004 2.79034
216 12 -0.0011712 2.79023
220 12 -0.00456019 2.79052
224 12 -0.00815934 2.79124
228 12 -0.0121195 2.79241
232 12 -0.0166054 2.79408
236 12 -0.0218024 2.7963
240 12 -0.0279234 2.79918
244 12 -0.0352178 2.80281
248 12 -0.0439826 2.80731
252 12 -0.054575 2.81285
256 12 -0.0674304 2.81961
260 12 -0.0830837 2.82778
264 12 -0.102199 2.8376
268 12 -0.125605 2.84932
272 12 -0.154348 2.86319
276 12 -0.189754 2.87943
280 12 -0.233515 2.89819
284 12 -0.287796 2.91946
288 12 -0.355361 2.94288
292 12 -0.439707 2.96749
296 12 -0.545155 2.99123
300 12 -0.676762 3.0102
304 12 -0.839806 3.01748
308 12 -1.03832 3.00168
312 12 -1.27207 2.94569
316 12 -1.53176 2.82744
320 12 -1.79458 2.62543
